default_transaction_read_only,off,,Valeurs par défaut pour les connexions client / Comportement des instructions,Initialise le statut de lecture seule par défaut des nouvelles transactions.,,user,bool,default,,,,off,off,,,false
dynamic_library_path,$libdir,,Valeurs par défaut pour les connexions client / Autres valeurs par défaut,Initialise le chemin des modules chargeables dynamiquement.,"Si un module chargeable dynamiquement a besoin d'être ouvert et que le nom
spécifié n'a pas une composante répertoire (c'est-à-dire que le nom ne
contient pas un '/'), le système cherche le fichier spécifié sur ce chemin.",superuser,string,default,,,,$libdir,$libdir,,,false
dynamic_shared_memory_type,windows,,Utilisation des ressources / Mémoire,Sélectionne l'implémentation de la mémoire partagée dynamique.,,postmaster,enum,configuration file,,,{windows},windows,windows,C:/Program Files/PostgreSQL/12/data/postgresql.conf,140,false
effective_cache_size,524288,8kB,Optimisation des requêtes / Constantes des coûts du planificateur,Initialise le sentiment du planificateur sur la taille des caches disques.,"C'est-à-dire, la portion des caches disques (noyau et PostgreSQL) qui sera utilisé pour les
fichiers de données de PostgreSQL. C'est mesuré en pages disque, qui font
normalement 8 Ko chaque.",user,integer,default,1,2147483647,,524288,524288,,,false
effective_io_concurrency,0,,Utilisation des ressources / Comportement asynchrone,Nombre de requêtes simultanées pouvant être gérées efficacement par le sous-système disque.,"Pour les systèmes RAID, cela devrait être approximativement le nombre de
têtes de lecture du système.",user,integer,default,0,1000,,0,0,,,false
enable_bitmapscan,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation des parcours de bitmap par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_gathermerge,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans GATHER MERGE par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_hashagg,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans d'agrégats hâchés par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_hashjoin,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans de jointures hâchées par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_indexonlyscan,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation des parcours d'index seul par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_indexscan,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation des parcours d'index par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_material,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de la matérialisation par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_mergejoin,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans de jointures MERGE par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_nestloop,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans avec des jointures imbriquées par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_parallel_append,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans Append parallèles par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_parallel_hash,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans de jointures hâchées parallèles par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_partition_pruning,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'élagage de partition durant la planification et l'exécution.,Autorise le planificateur de requête et l'exécuteur à comparer les limites des partitions avec les conditions des requêtes pour déterminer les partitions à parcourir.,user,bool,default,,,,on,on,,,false
enable_partitionwise_aggregate,off,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active les agrégations et regroupements par partition.,,user,bool,default,,,,off,off,,,false
enable_partitionwise_join,off,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de jointures entre partitions.,,user,bool,default,,,,off,off,,,false
enable_seqscan,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation des parcours séquentiels par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_sort,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation des étapes de tris explicites par le planificateur.,,user,bool,default,,,,on,on,,,false
enable_tidscan,on,,Optimisation des requêtes / Configuration de la méthode du planificateur,Active l'utilisation de plans de parcours TID par le planificateur.,,user,bool,default,,,,on,on,,,false
escape_string_warning,on,,Compatibilité des versions et des plateformes / Anciennes versions de PostgreSQL,Avertie sur les échappements par antislash dans les chaînes ordinaires.,,user,bool,default,,,,on,on,,,false
event_source,PostgreSQL,,Rapports et traces / Où tracer,"Initialise le nom de l'application, utilisé pour identifier les messages de
PostgreSQL dans eventlog.",,postmaster,string,default,,,,PostgreSQL,PostgreSQL,,,false
exit_on_error,off,,Gestion des erreurs,Termine la session sans erreur.,,user,bool,default,,,,off,off,,,false
external_pid_file,"",,Emplacement des fichiers,Écrit le PID du postmaster PID dans le fichier spécifié.,,postmaster,string,default,,,,,,,,false
extra_float_digits,3,,Valeurs par défaut pour les connexions client / Locale et formattage,Initialise le nombre de chiffres affichés pour les valeurs à virgule flottante.,"Ceci affecte les types de données real, double precision et géométriques. Une valeur zéro ou négative du paramètre est ajoutée au nombre standard de chiffres (FLT_DIG ou DBL_DIG comme approprié). Toute valeur plus grande que zéro sélectionne le mode de sortie précis.",user,integer,session,-15,3,,1,2,,,false
force_parallel_mode,off,,Optimisation des requêtes / Autres options du planificateur,Force l'utilisation des fonctionnalités de requête parallèle.,"Si possible, exécute des requêtes utilisant des processus parallèles et avec les restrictions parallèles.",user,enum,default,,,"{off,on,regress}",off,off,,,false
from_collapse_limit,8,,Optimisation des requêtes / Autres options du planificateur,"Initialise la taille de la liste FROM en dehors de laquelle les
sous-requêtes ne sont pas rassemblées.","Le planificateur fusionne les sous-requêtes dans des requêtes supérieures
si la liste FROM résultante n'a pas plus de ce nombre d'éléments.",user,integer,default,1,2147483647,,8,8,,,false
fsync,on,,Write-Ahead Log / Paramètrages,Force la synchronisation des mises à jour sur le disque.,"Le serveur utilisera l'appel système fsync() à différents endroits pour
s'assurer que les mises à jour sont écrites physiquement sur le disque. Ceci
nous assure qu'un groupe de bases de données se retrouvera dans un état
cohérent après un arrêt brutal dû au système d'exploitation ou au matériel.",sighup,bool,default,,,,on,on,,,false
full_page_writes,on,,Write-Ahead Log / Paramètrages,"Écrit des pages complètes dans les WAL lors d'une première modification après
un point de vérification.","Une page écrite au moment d'un arrêt brutal du système d'exploitation pourrait n'être écrite sur le disque que partiellement. Lors de la récupération, les modifications stockées dans le journal de transaction ne sont pas suffisantes pour terminer la récupération. Cette option écrit les pages lors de la première modification après un checkpoint afin que la récupération complète soit possible.",sighup,bool,default,,,,on,on,,,false
geqo,on,,Optimisation des requêtes / Optimiseur génétique de requêtes,Active l'optimisation génétique des requêtes.,Cet algorithme essaie de faire une planification sans recherche exhaustive.,user,bool,default,,,,on,on,,,false
geqo_effort,5,,Optimisation des requêtes / Optimiseur génétique de requêtes,"GEQO : l'effort est utilisé pour initialiser une valeur par défaut pour les
autres paramètres GEQO.",,user,integer,default,1,10,,5,5,,,false
geqo_generations,0,,Optimisation des requêtes / Optimiseur génétique de requêtes,GEQO : nombre d'itérations dans l'algorithme.,Zéro sélectionne une valeur par défaut convenable.,user,integer,default,0,2147483647,,0,0,,,false
geqo_pool_size,0,,Optimisation des requêtes / Optimiseur génétique de requêtes,GEQO : nombre d'individus dans une population.,Zéro sélectionne une valeur par défaut convenable.,user,integer,default,0,2147483647,,0,0,,,false
geqo_seed,0,,Optimisation des requêtes / Optimiseur génétique de requêtes,GEQO : graine pour la sélection du chemin aléatoire.,,user,real,default,0,1,,0,0,,,false
geqo_selection_bias,2,,Optimisation des requêtes / Optimiseur génétique de requêtes,GEQO : pression sélective dans la population.,,user,real,default,1.5,2,,2,2,,,false
geqo_threshold,12,,Optimisation des requêtes / Optimiseur génétique de requêtes,Initialise la limite des éléments FROM en dehors de laquelle GEQO est utilisé.,,user,integer,default,2,2147483647,,12,12,,,false
gin_fuzzy_search_limit,0,,Valeurs par défaut pour les connexions client / Autres valeurs par défaut,Configure le nombre maximum de résultats lors d'une recherche par GIN.,,user,integer,default,0,2147483647,,0,0,,,false
gin_pending_list_limit,4096,kB,Valeurs par défaut pour les connexions client / Comportement des instructions,Configure la taille maximale de la pending list d'un index GIN.,,user,integer,default,64,2097151,,4096,4096,,,false
hba_file,C:/Program Files/PostgreSQL/12/data/pg_hba.conf,,Emplacement des fichiers,Initialise le fichier de configuration « hba » du serveur.,,postmaster,string,override,,,,,C:/Program Files/PostgreSQL/12/data/pg_hba.conf,,,false
hot_standby,on,,Réplication / Serveurs en attente,Autorise les connexions et les requêtes pendant la restauration.,,postmaster,bool,default,,,,on,on,,,false
hot_standby_feedback,off,,Réplication / Serveurs en attente,Permet l'envoi d'informations d'un serveur en hot standby vers le serveur principal pour éviter les conflits de requêtes.,,sighup,bool,default,,,,off,off,,,false
huge_pages,try,,Utilisation des ressources / Mémoire,Utilisation des HugePages sur Linux ou Windows.,,postmaster,enum,default,,,"{off,on,try}",try,try,,,false
ident_file,C:/Program Files/PostgreSQL/12/data/pg_ident.conf,,Emplacement des fichiers,Initialise le fichier de configuration « ident » du serveur.,,postmaster,string,override,,,,,C:/Program Files/PostgreSQL/12/data/pg_ident.conf,,,false
idle_in_transaction_session_timeout,0,ms,Valeurs par défaut pour les connexions client / Comportement des instructions,Initialise la durée maximale autorisée pour toute transaction en attente.,Une valeur de 0 désactive le timeout.,user,integer,default,0,2147483647,,0,0,,,false
ignore_checksum_failure,off,,Options pour le développeur,Continue le traitement après un échec de la somme de contrôle.,"La détection d'une erreur de somme de contrôle a normalement pour effet de rapporter une erreur, annulant la transaction en cours. Régler ignore_checksum_failure à true permet au système d'ignorer cette erreur (mais rapporte toujours un avertissement), et continue le traitement. Ce comportement pourrait causer un arrêt brutal ou d'autres problèmes sérieux. Cela a un effet seulement si les sommes de contrôle (checksums) sont activés.",superuser,bool,default,,,,off,off,,,false
ignore_system_indexes,off,,Options pour le développeur,Désactive la lecture des index système.,"Cela n'empêche pas la mise à jour des index, donc vous pouvez l'utiliser en
toute sécurité. La pire conséquence est la lenteur.",backend,bool,default,,,,off,off,,,false
integer_datetimes,on,,Options pré-configurées,Les types datetime sont basés sur des entiers.,,internal,bool,default,,,,on,on,,,false
IntervalStyle,postgres,,Valeurs par défaut pour les connexions client / Locale et formattage,Initialise le format d'affichage des valeurs interval.,,user,enum,default,,,"{postgres,postgres_verbose,sql_standard,iso_8601}",postgres,postgres,,,false
jit,on,,Optimisation des requêtes / Autres options du planificateur,Autorise la compilation JIT.,,user,bool,default,,,,on,on,,,false
jit_above_cost,100000,,Optimisation des requêtes / Constantes des coûts du planificateur,Effectuer une compilation JIT si la requête est plus coûteuse.,-1 désactive la compilation JIT.,user,real,default,-1,1.79769e+308,,100000,100000,,,false
jit_debugging_support,off,,Options pour le développeur,Enregister la fonction JIT compilée avec debugueur.,,superuser-backend,bool,default,,,,off,off,,,false
jit_dump_bitcode,off,,Options pour le développeur,Écrire le bitcode LLVM pour faciliter de débugage JIT.,,superuser,bool,default,,,,off,off,,,false
jit_expressions,on,,Options pour le développeur,Autorise la compilation JIT des expressions.,,user,bool,default,,,,on,on,,,false
jit_inline_above_cost,500000,,Optimisation des requêtes / Constantes des coûts du planificateur,Effectuer un inlining JIT si la requête est plus coûteuse.,-1 désactive l'inlining.,user,real,default,-1,1.79769e+308,,500000,500000,,,false
jit_optimize_above_cost,500000,,Optimisation des requêtes / Constantes des coûts du planificateur,Optimise les fonctions JITées si la requête est plus coûteuse.,-1 désactive l'optimisation.,user,real,default,-1,1.79769e+308,,500000,500000,,,false
jit_profiling_support,off,,Options pour le développeur,Enregistrer la fonction compilée JIT avec le profiler perf.,,superuser-backend,bool,default,,,,off,off,,,false
jit_provider,llvmjit,,Valeurs par défaut pour les connexions des clients / Préchargement des bibliothèques partagées,Fournisseur JIT à utiliser.,,postmaster,string,default,,,,llvmjit,llvmjit,,,false
jit_tuple_deforming,on,,Options pour le développeur,Autorise la compilation JIT de la décomposition des lignes.,,user,bool,default,,,,on,on,,,false
join_collapse_limit,8,,Optimisation des requêtes / Autres options du planificateur,"Initialise la taille de la liste FROM en dehors de laquelle les contructions
JOIN ne sont pas aplanies.","La planificateur applanira les constructions JOIN explicites dans des listes
d'éléments FROM lorsqu'une liste d'au plus ce nombre d'éléments en
résulterait.",user,integer,default,1,2147483647,,8,8,,,false
krb_caseins_users,off,,Connexions et authentification / Authentification,"Indique si les noms d'utilisateurs Kerberos et GSSAPI devraient être traités
sans se soucier de la casse.",,sighup,bool,default,,,,off,off,,,false
krb_server_keyfile,"",,Connexions et authentification / Authentification,Initalise l'emplacement du fichier de la clé serveur pour Kerberos.,,sighup,string,default,,,,"","",,,false
lc_collate,French_France.1252,,Valeurs par défaut pour les connexions client / Locale et formattage,Affiche la locale de tri et de groupement.,,internal,string,override,,,,C,French_France.1252,,,false
lc_ctype,French_France.1252,,Valeurs par défaut pour les connexions client / Locale et formattage,Affiche la classification des caractères et la locale de conversions.,,internal,string,override,,,,C,French_France.1252,,,false
lc_messages,French_France.1252,,Valeurs par défaut pour les connexions client / Locale et formattage,Initialise le langage dans lequel les messages sont affichés.,,superuser,string,configuration file,,,,"",French_France.1252,C:/Program Files/PostgreSQL/12/data/postgresql.conf,665,false
lc_monetary,French_France.1252,,Valeurs par défaut pour les connexions client / Locale et formattage,Initialise la locale pour le formattage des montants monétaires.,,user,string,configuration file,,,,C,French_France.1252,C:/Program Files/PostgreSQL/12/data/postgresql.conf,667,false
lc_numeric,French_France.1252,,Valeurs par défaut pour les connexions client / Locale et formattage,Initialise la locale pour formater les nombres.,,user,string,configuration file,,,,C,French_France.1252,C:/Program Files/PostgreSQL/12/data/postgresql.conf,668,false
lc_time,French_France.1252,,Valeurs par défaut pour les connexions client / Locale et formattage,Initialise la locale pour formater les valeurs date et time.,,user,string,configuration file,,,,C,French_France.1252,C:/Program Files/PostgreSQL/12/data/postgresql.conf,669,false
listen_addresses,*,,Connexions et authentification / Paramètrages de connexion,Initialise le nom de l'hôte ou l'adresse IP à écouter.,,postmaster,string,configuration file,,,,localhost,*,C:/Program Files/PostgreSQL/12/data/postgresql.conf,59,false
lo_compat_privileges,off,,Compatibilité des versions et des plateformes / Anciennes versions de PostgreSQL,"Active la compatibilité ascendante pour la vérification des droits sur les
Large Objects.","Ignore la vérification des droits lors de la lecture et de la modification
des Larges Objects, pour la compatibilité avec les versions antérieures à la
9.0.",superuser,bool,default,,,,off,off,,,false
local_preload_libraries,"",,Valeurs par défaut pour les connexions des clients / Préchargement des bibliothèques partagées,Liste les bibliothèques partagées non privilégiées à précharger dans chaque processus serveur.,,user,string,default,,,,"","",,,false
lock_timeout,0,ms,Valeurs par défaut pour les connexions client / Comportement des instructions,Initialise la durée maximum permise pour toute attente d'un verrou.,Une valeur de 0 désactive le timeout.,user,integer,default,0,2147483647,,0,0,,,false
log_autovacuum_min_duration,-1,ms,Rapports et traces / Que tracer,"Initialise le temps d'exécution minimum au-dessus duquel les actions
autovacuum seront tracées.",Zéro affiche toutes les requêtes. -1 désactive cette fonctionnalité.,sighup,integer,default,-1,2147483647,,-1,-1,,,false
log_checkpoints,off,,Rapports et traces / Que tracer,Trace tous les points de vérification.,,sighup,bool,default,,,,off,off,,,false
log_connections,off,,Rapports et traces / Que tracer,Trace toutes les connexions réussies.,,superuser-backend,bool,default,,,,off,off,,,false
log_destination,stderr,,Rapports et traces / Où tracer,Initialise la destination des journaux applicatifs du serveur.,"Les valeurs valides sont une combinaison de « stderr », « syslog »,
« csvlog » et « eventlog », suivant la plateforme.",sighup,string,configuration file,,,,stderr,stderr,C:/Program Files/PostgreSQL/12/data/postgresql.conf,419,false
