2840,pg_toast,pg_toast_2619,3,219,2,403,,,,
1259,pg_catalog,pg_class,14,16930,12,20960,,,,
24884,public,auth_group_permissions,0,0,0,0,,,,
1417,pg_catalog,pg_foreign_server,0,0,2,190,0,0,0,0
1418,pg_catalog,pg_user_mapping,0,0,2,10,0,0,0,0
3764,pg_catalog,pg_ts_template,1,1,2,2,,,,
4183,pg_toast,pg_toast_6100,0,0,0,0,,,,
6106,pg_catalog,pg_publication_rel,0,0,2,30,,,,
3541,pg_catalog,pg_range,1,0,2,100,,,,
2608,pg_catalog,pg_depend,60,3477,42,2252,,,,
24902,public,auth_user_groups,0,0,0,0,,,,
4163,pg_toast,pg_toast_2615,0,0,0,0,,,,
3430,pg_toast,pg_toast_3429,0,0,0,0,,,,
3394,pg_catalog,pg_init_privs,3,469,2,12,0,0,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,1,2,,,,
4145,pg_toast,pg_toast_3466,0,0,0,0,,,,
2328,pg_catalog,pg_foreign_data_wrapper,0,0,2,194,0,0,0,0
2606,pg_catalog,pg_constraint,3,769,8,486,0,0,0,0
1249,pg_catalog,pg_attribute,62,16560,13,28595,,,,
13160,pg_toast,pg_toast_13158,0,0,0,0,,,,
2607,pg_catalog,pg_conversion,3,3,3,3,,,,
2616,pg_catalog,pg_opclass,2,6992,4,1858,,,,
4169,pg_toast,pg_toast_3600,0,0,0,0,,,,
826,pg_catalog,pg_default_acl,0,0,2,35,0,0,0,0
25021,public,api_pays,1,0,0,0,,,,
3118,pg_catalog,pg_foreign_table,0,0,1,6,0,0,0,0
